# symbol	chr	start	length	strand	hg38	19369
COL26A1	chr7	101362874	196150	+
COL27A1	chr9	114155536	156975	+
COL28A1	chr7	7357874	177999	-
COL2A1	chr12	47972966	31510	-
COL3A1	chr2	188974372	38374	+
COL4A1	chr13	110148962	158195	-
COL4A2	chr13	110307283	205926	+
COL4A3	chr2	227164623	150169	+
COL4A4	chr2	227002713	161492	-
COL4A5	chrX	108439837	257708	+
COL4A6	chrX	108155613	282809	-
COL5A1	chr9	134641802	203041	+
COL5A2	chr2	189031897	147864	-
COL5A3	chr19	9959560	50944	-
COL6A1	chr21	45981769	23279	+
COL6A2	chr21	46098111	34737	+
COL6A3	chr2	237324017	90147	-
COL6A5	chr3	130345671	139175	+
COL6A6	chr3	130517176	159866	+
COL7A1	chr3	48564072	31257	-
COL8A1	chr3	99638593	160624	+
COL8A2	chr1	36095238	29984	-
COL9A1	chr6	70216125	86959	-
COL9A2	chr1	40300488	16798	-
COL9A3	chr20	62817049	24110	+
COLEC10	chr8	119067246	41209	+
COLEC11	chr2	3595111	49533	+
COLEC12	chr18	316736	183965	-
COLGALT1	chr19	17555648	27509	+
COLGALT2	chr1	183935833	101895	-
COLQ	chr3	15450132	71574	-
COMMD1	chr2	61905673	230385	+
COMMD10	chr5	116085024	208263	+
COMMD2	chr3	149738471	14018	-
COMMD3	chr10	22316387	3919	+
COMMD4	chr15	75336062	4211	+
COMMD5	chr8	144850175	2873	-
COMMD6	chr13	75525213	12628	-
COMMD7	chr20	32702698	40769	-
COMMD8	chr4	47450786	12916	-
COMMD9	chr11	36272291	17133	-
COMP	chr19	18782772	8533	-
COMT	chr22	19941771	28204	+
COMTD1	chr10	75233640	2317	-
COP1	chr1	175944830	262456	-
COPA	chr1	160288593	54657	-
COPB1	chr11	14457511	42300	-
COPB2	chr3	139357405	32242	-
COPE	chr19	18899513	19874	-
COPG1	chr3	129249605	28168	+
COPG2	chr7	130506237	162511	-
COPRS	chr17	31851870	7374	-
COPS2	chr15	49122726	32873	-
COPS3	chr17	17246615	34631	-
COPS4	chr4	83035182	40636	+
COPS5	chr8	67043078	19055	-
COPS6	chr7	100088968	3219	+
COPS7A	chr12	6724045	7820	+
COPS7B	chr2	231786444	22809	+
COPS8	chr2	237085888	14586	+
COPS9	chr2	240130827	5478	-
COPZ1	chr12	54325130	26716	+
COPZ2	chr17	48026166	11631	-
COQ10A	chr12	56266941	4025	+
COQ10B	chr2	197453551	21759	+
COQ2	chr4	83263823	20975	-
COQ3	chr6	99369400	24795	-
COQ4	chr9	128322838	11234	+
COQ5	chr12	120503278	25880	-
COQ6	chr14	73950301	13369	+
COQ7	chr16	19067613	12482	+
COQ8A	chr1	226940293	47251	+
COQ8B	chr19	40691529	25357	-
COQ9	chr16	57447478	13792	+
CORIN	chr4	47594000	244067	-
CORO1A	chr16	30183601	5475	+
CORO1B	chr11	67435509	7967	-
CORO1C	chr12	108645108	86410	-
CORO2A	chr9	98120974	71663	-
CORO2B	chr15	68578992	148814	+
CORO6	chr17	29614761	8151	-
CORO7	chr16	4354541	62055	-
CORT	chr1	10450030	1968	+
COTL1	chr16	84565595	52483	-
COX10	chr17	14069503	139174	+
COX11	chr17	54960421	8233	-
COX14	chr12	50112235	8218	+
COX15	chr10	99710867	21260	-
COX16	chr14	70325080	34603	-
COX17	chr3	119669531	7875	-
COX18	chr4	73052361	17355	-
COX19	chr7	964851	10698	-
COX20	chr1	244835657	9400	+
COX4I1	chr16	85799694	7374	+
COX4I2	chr20	31637911	7095	+
COX5A	chr15	74919790	18283	-
COX5B	chr2	97646061	2322	+
COX6A1	chr12	120438112	2618	+
COX6A2	chr16	31427730	630	-
COX6B1	chr19	35648322	10460	+
COX6B2	chr19	55349703	5016	-
COX6C	chr8	99877864	15843	-
COX7A1	chr19	36150921	1526	-
COX7A2	chr6	75237786	6015	-
COX7A2L	chr2	42349337	11880	-
COX7B	chrX	77899467	7909	+
COX7B2	chr4	46734826	174419	-
COX7C	chr5	86617940	3022	+
COX8A	chr11	63974619	1924	+
COX8C	chr14	93347181	1175	+
COXFA4	chr7	10931942	8211	-
COXFA4L2	chr12	57234902	2202	-
COXFA4L3	chr15	45430609	2731	+
CP	chr3	149172496	49333	-
CPA1	chr7	130380493	7615	+
CPA2	chr7	130266862	22936	+
CPA3	chr3	148865295	31908	+
CPA4	chr7	130293160	31020	+
CPA5	chr7	130344815	23915	+
CPA6	chr8	67422037	324323	-
CPAMD8	chr19	16892950	133860	-
CPAP	chr13	24882278	40583	-
CPB1	chr3	148827810	32377	+
CPB2	chr13	46053185	51848	-
CPD	chr17	30378926	91063	+
CPE	chr4	165379007	119540	+
CPEB1	chr15	82543200	104163	-
CPEB2	chr4	15002480	67671	+
CPEB3	chr10	92046691	244387	-
CPEB4	chr5	173888348	73632	+
CPED1	chr7	120988710	308732	+
CPHXL	chr16	75714130	12360	-
CPHXL2	chr16	75660226	16783	-
CPLANE1	chr5	37106234	143142	-
CPLANE2	chr1	16231691	5492	-
CPLX1	chr4	784956	41173	-
CPLX2	chr5	175871577	12444	+
CPLX3	chr15	74826626	5176	+
CPLX4	chr18	59295401	23248	-
CPM	chr12	68851174	81997	-
CPN1	chr10	100042192	39677	-
CPN2	chr3	194339767	11561	-
CPNE1	chr20	35626043	38857	-
CPNE2	chr16	57092582	55787	+
CPNE3	chr8	86514434	47064	+
CPNE4	chr3	131533568	501446	-
CPNE5	chr6	36740774	98670	-
CPNE6	chr14	24071561	6526	+
CPNE7	chr16	89575757	21489	+
CPNE8	chr12	38652202	253389	-
CPNE9	chr3	9703832	26076	+
CPO	chr2	206939517	29957	+
CPOX	chr3	98579445	14166	-
CPPED1	chr16	12659798	144089	-
CPQ	chr8	96645241	498260	+
CPS1	chr2	210556598	122509	+
CPSF1	chr8	144393230	16105	-
CPSF2	chr14	92121968	50177	+
CPSF3	chr2	9423653	49448	+
CPSF4	chr7	99438942	18431	+
CPSF4L	chr17	73248448	13432	-
CPSF6	chr12	69239568	34790	+
CPSF7	chr11	61402728	27247	-
CPT1A	chr11	68754882	87034	-
CPT1B	chr22	50568860	9567	-
CPT1C	chr19	49691115	22616	+
CPT2	chr1	53196823	17374	+
CPTP	chr1	1324801	4095	+
CPVL	chr7	28995234	151303	-
CPXCR1	chrX	88747224	7557	+
CPXM1	chr20	2794073	6554	-
CPXM2	chr10	123745638	146169	-
CPZ	chr4	8592764	26988	+
CR1	chr1	207496156	145609	+
CR1L	chr1	207645132	78571	+
CR2	chr1	207454327	35565	+
CRABP1	chr15	78340352	7873	+
CRABP2	chr1	156699605	5978	-
CRACD	chr4	56049097	281512	+
CRACDL	chr2	98793845	142380	-
CRACR2A	chr12	3615327	137782	-
CRACR2B	chr11	827918	4068	+
CRADD	chr12	93677374	173382	+
CRAMP1	chr16	1612359	65549	+
CRAT	chr9	129094793	16000	-
CRB1	chr1	197268251	210204	+
CRB2	chr9	123356196	22557	+
CRB3	chr19	6464270	2951	+
CRBN	chr3	3150010	29681	-
CRCP	chr7	66114846	39722	+
CRCT1	chr1	152514481	1527	+
CREB1	chr2	207529961	76027	+
CREB3	chr9	35732665	4334	+
CREB3L1	chr11	46277661	43748	+
CREB3L2	chr7	137874978	127108	-
CREB3L3	chr19	4153630	19424	+
CREB3L4	chr1	153967901	6458	+
CREB5	chr7	28412517	413377	+
CREBBP	chr16	3725053	155660	-
CREBL2	chr12	12611875	33233	+
CREBRF	chr5	173056351	82933	+
CREBZF	chr11	85657989	7140	-
CREG1	chr1	167541012	12750	-
CREG2	chr2	101345549	41954	-
CRELD1	chr3	9933833	11573	+
CRELD2	chr22	49918633	8904	+
CREM	chr10	35126845	86108	+
CRH	chr8	66176375	2089	-
CRHBP	chr5	76953044	16427	+
CRHR1	chr17	45784319	51509	+
CRHR2	chr7	30651941	30515	-
CRIM1	chr2	36355777	195358	+
CRIP1	chr14	105486885	2062	+
CRIP2	chr14	105474820	5342	+
CRIP3	chr6	43305471	3355	-
CRIPT	chr2	46617214	12962	+
CRIPTO	chr3	46577787	4670	+
CRIPTO3	chrX	110520895	2126	+
CRISP1	chr6	49834256	32279	-
CRISP2	chr6	49692358	21185	-
CRISP3	chr6	49727375	17013	-
CRISPLD1	chr8	74984504	50054	+
CRISPLD2	chr16	84819984	89524	+
CRK	chr17	1420692	35540	-
CRKL	chr22	20917406	36341	+
CRLF1	chr19	18593236	13563	-
CRLF2	chrX	1190489	22160	-
CRLF3	chr17	30782683	42009	-
CRLS1	chr20	6006122	33931	+
CRMP1	chr4	5820763	72323	-
CRNKL1	chr20	20034367	18099	-
CRNN	chr1	152409242	5021	-
CROCC	chr1	16921930	51034	+
CROCC2	chr2	240906335	86976	+
CROCCP2	chr1	16618255	26440	-
CROT	chr7	87345663	54131	+
CRP	chr1	159712288	2301	-
CRPPA	chr7	16087524	334014	-
CRTAC1	chr10	97864999	165622	-
CRTAM	chr11	122838499	34144	+
CRTAP	chr3	33114013	33760	+
CRTC1	chr19	18683679	98654	+
CRTC2	chr1	153947674	10938	-
CRTC3	chr15	90529922	115423	+
CRX	chr19	47821936	21388	+
CRY1	chr12	106991363	102186	-
CRY2	chr11	45847474	35770	+
CRYAA	chr21	43169007	3798	+
CRYAB	chr11	111908563	3207	-
CRYBA1	chr17	29246858	7636	+
CRYBA2	chr2	218990189	3233	-
CRYBA4	chr22	26621962	8707	+
CRYBB1	chr22	26599277	18750	-
CRYBB2	chr22	25219638	12231	+
CRYBB3	chr22	25199857	7502	+
CRYBG1	chr6	106360716	211301	+
CRYBG2	chr1	26321864	32266	-
CRYBG3	chr3	97822010	122974	+
CRYGA	chr2	208160739	2850	-
CRYGB	chr2	208142572	3586	-
CRYGC	chr2	208128136	1692	-
CRYGD	chr2	208121606	2918	-
CRYGN	chr7	151428831	11310	-
CRYGS	chr3	186538442	5938	-
CRYL1	chr13	20403668	122189	-
CRYM	chr16	21258520	19770	-
CRYZ	chr1	74705485	27565	-
CRYZL1	chr21	33589340	52401	-
CS	chr12	56271698	28632	-
CSAD	chr12	53157662	23263	-
CSAG1	chrX	152727483	6238	-
CSAG2	chrX	152708260	1013	-
CSAG3	chrX	152759217	1002	+
CSDC2	chr22	41561009	15657	+
CSDE1	chr1	114716915	41069	-
CSE1L	chr20	49046311	50638	+
CSF1	chr1	109910848	20144	+
CSF1R	chr5	150053294	33260	-
CSF2	chr5	132073788	2382	+
CSF2RA	chrX	1268813	41122	+
CSF2RB	chr22	36913627	26812	+
CSF3	chr17	40015439	2374	+
CSF3R	chr1	36466042	16871	-
CSGALNACT1	chr8	19404160	353117	-
CSGALNACT2	chr10	43138444	46858	+
CSGALNACT2-DT	chr10	43136823	1570	-
CSH1	chr17	63894917	1657	-
CSH2	chr17	63872015	1662	-
CSHL1	chr17	63909607	1651	-
CSK	chr15	74782079	21118	+
CSKMT	chr11	62665311	2797	+
CSMD1	chr8	2935360	2059554	-
CSMD2	chr1	33513997	651233	-
CSMD3	chr8	112222927	1214012	-
CSN1S1	chr4	69931067	15507	+
CSN2	chr4	69955255	10473	-
CSN3	chr4	70242596	8836	+
CSNK1A1	chr5	149492981	58458	-
CSNK1A1L	chr13	37103258	2406	-
CSNK1D	chr17	82242666	31034	-
CSNK1E	chr22	38290690	26743	-
CSNK1G1	chr15	64165524	190649	-
CSNK1G2	chr19	1941171	40167	+
CSNK1G3	chr5	123512176	104873	+
CSNK2A1	chr20	472497	71293	-
CSNK2A2	chr16	58157906	40200	-
CSNK2A2IP	chr3	88338455	129139	+
CSNK2A3	chr11	11351941	1309	-
CSNK2B	chr6	31666079	3988	+
CSPG4	chr15	75674321	38527	-
CSPG5	chr3	47562237	16628	-
CSPP1	chr8	67064391	132223	+
CSRNP1	chr3	39141854	11737	-
CSRNP2	chr12	51061204	22392	-
CSRNP3	chr2	165469697	219710	+
CSRP1	chr1	201483529	23594	-
CSRP2	chr12	76858708	20311	-
CSRP3	chr11	19182029	19954	-
CST1	chr20	23747561	3374	-
CST11	chr20	23450411	2465	-
CST2	chr20	23823768	2961	-
CST3	chr20	23633656	4299	-
CST4	chr20	23685639	3399	-
CST5	chr20	23875933	3815	-
CST6	chr11	66012007	1498	+
CST7	chr20	24949268	10660	+
CST8	chr20	23491116	4894	+
CST9	chr20	23602409	3508	-
CST9L	chr20	23564731	3753	-
CSTA	chr3	122325247	16722	+
CSTB	chr21	43773949	2359	-
CSTF1	chr20	56392644	13718	+
CSTF2	chrX	100820390	21130	+
CSTF2T	chr10	51695485	4110	-
CSTF3	chr11	33084583	76897	-
CSTL1	chr20	23439684	5246	+
CSTPP1	chr11	46936760	225487	+
CT45A1	chrX	135713638	9590	+
CT45A10	chrX	135881064	12380	-
CT45A2	chrX	135811667	8345	-
CT45A3	chrX	135760043	8148	-
CT45A5	chrX	135775851	9652	-
CT45A6	chrX	135794684	8103	-
CT45A7	chrX	135829228	8052	-
CT45A8	chrX	135846496	8042	-
CT45A9	chrX	135863417	8395	-
CT47A1	chrX	120982475	3285	-
CT47A10	chrX	120938700	3323	-
CT47A11	chrX	120933839	3319	-
CT47A12	chrX	120877489	54812	-
CT47A2	chrX	120977605	3323	-
CT47A3	chrX	120972745	3323	-
CT47A4	chrX	120967885	3323	-
CT47A5	chrX	120963025	3323	-
CT47A6	chrX	120958164	3323	-
CT47A7	chrX	120953281	3319	-
CT47A8	chrX	120948421	3323	-
CT47A9	chrX	120943560	3323	-
CT47B1	chrX	120872606	3260	-
CT47C1	chrX	119072992	3773	+
CT55	chrX	135156539	14859	-
CT83	chrX	116461685	1291	-
CTAG1A	chrX	154585132	1684	+
CTAG1B	chrX	154617608	1674	-
CTAG2	chrX	154651976	1603	-
CTAGE1	chr18	22413598	4317	-
CTAGE15	chr7	143571800	2587	+
CTAGE4	chr7	144183465	2615	+
CTAGE6	chr7	143755088	2608	-
CTAGE8	chr7	144266673	2615	-
CTAGE9	chr6	131708440	2577	-
CTBP1	chr4	1211444	37686	-
CTBP2	chr10	124984316	176247	-
CTBS	chr1	84549610	24830	-
CTC1	chr17	8224814	23242	-
CTCF	chr16	67562525	76652	+
CTCFL	chr20	57497165	27975	-
CTDNEP1	chr17	7243590	8144	-
CTDP1	chr18	79679802	74701	+
CTDSP1	chr2	218399867	6074	+
CTDSP2	chr12	57819926	26803	-
CTDSPL	chr3	37861879	122590	+
CTDSPL2	chr15	44427628	101410	+
CTF1	chr16	30896613	6934	+
CTH	chr1	70411267	28584	+
CTHRC1	chr8	103371537	11452	+
CTIF	chr18	48539030	324187	+
CTLA4	chr2	203867770	6195	+
CTNNA1	chr5	138753424	181610	+
CTNNA2	chr2	79513050	1135730	+
CTNNA3	chr10	65912522	1783673	-
CTNNAL1	chr9	108942576	70923	-
CTNNB1	chr3	41199504	40939	+
CTNNBIP1	chr1	9848275	61994	-
CTNNBL1	chr20	37694029	178089	+
CTNND1	chr11	57761801	57739	+
CTNND2	chr5	10971835	932611	-
CTNS	chr17	3636759	26344	+
CTPS1	chr1	40979695	32870	+
CTPS2	chrX	16587998	124671	-
CTR9	chr11	10751245	28501	+
CTRB1	chr16	75218987	5937	+
CTRB2	chr16	75204102	3059	-
CTRC	chr1	15438442	10800	+
CTRL	chr16	67929573	2289	-
CTSA	chr20	45891334	7486	+
CTSB	chr8	11842523	25564	-
CTSC	chr11	88293591	44145	-
CTSD	chr11	1752754	11173	-
CTSE	chr1	206009263	14632	-
CTSF	chr11	66563463	5143	-
CTSG	chr14	24573517	2733	-
CTSH	chr15	78921057	23989	-
CTSK	chr1	150796207	12053	-
CTSL	chr9	87726118	5351	+
CTSO	chr4	155924117	29749	-
CTSS	chr1	150730187	35591	-
CTSV	chr9	97029676	9466	-
CTSW	chr11	65879836	3905	+
CTSZ	chr20	58995184	12070	-
CTTN	chr11	70398528	38047	+
CTTNBP2	chr7	117710650	162791	-
CTTNBP2NL	chr1	112396213	64951	+
CTU1	chr19	51097605	10804	-
CTU2	chr16	88706502	8894	+
CTXN1	chr19	7924490	1645	-
CTXN2	chr15	48191664	12094	+
CTXN3	chr5	127649081	9549	+
CTXND1	chr15	80195480	56733	-
CTXND2	chr1	150887135	26157	+
CUBN	chr10	16823965	305846	-
CUEDC1	chr17	57861242	94170	-
CUEDC2	chr10	102423248	9326	-
CUL1	chr7	148698902	102208	+
CUL2	chr10	35008550	81791	-
CUL3	chr2	224470149	115214	-
CUL4A	chr13	113209612	57496	+
CUL4B	chrX	120523857	37105	-
CUL5	chr11	108008897	98864	+
CUL7	chr6	43037616	16235	-
CUL9	chr6	43182195	42392	+
CUTA	chr6	33416441	1666	-
CUTC	chr10	99732233	23901	+
CUX1	chr7	101817625	440608	+
CUX2	chr12	111034164	316390	+
CUZD1	chr10	122832157	13700	-
CWC15	chr11	94962619	10937	-
CWC22	chr2	179944875	62422	-
CWC25	chr17	38800440	24881	-
CWC27	chr5	64768929	249821	+
CWF19L1	chr10	100232297	35341	-
CWF19L2	chr11	107326359	131466	-
CWH43	chr4	48986274	75805	+
CX3CL1	chr16	57372489	12555	+
CX3CR1	chr3	39263495	16541	-
CXADR	chr21	17513042	57058	+
CXCL1	chr4	73869392	1916	+
CXCL10	chr4	76021117	2380	-
CXCL11	chr4	76033681	2389	-
CXCL12	chr10	44377066	8031	-
CXCL13	chr4	77605819	6015	+
CXCL14	chr5	135570678	8313	-
CXCL16	chr17	4733532	6396	-
CXCL17	chr19	42428277	14669	-
CXCL2	chr4	74097039	2156	-
CXCL3	chr4	74036588	2101	-
CXCL5	chr4	73995641	3036	-
CXCL6	chr4	73836677	2083	+
CXCL8	chr4	73740568	3148	+
CXCL9	chr4	76001274	6235	-
CXCR1	chr2	218162840	4122	-
CXCR2	chr2	218126027	11224	+
CXCR3	chrX	71615918	2593	-
CXCR4	chr2	136114348	3801	-
CXCR5	chr11	118883891	13896	+
CXCR6	chr3	45943463	4888	+
CXorf38	chrX	40626920	20641	-
CXorf49	chrX	71714370	3915	-
CXorf49B	chrX	71763348	3856	+
CXorf51A	chrX	146814105	639	-
CXorf51B	chrX	146809770	641	+
CXorf58	chrX	23908005	31504	+
CXorf65	chrX	71103888	2852	-
CXorf66	chrX	139955727	9794	-
CXXC1	chr18	50282346	5346	-
CXXC4	chr4	104468307	26587	-
CXXC5	chr5	139648348	35534	+
CYB561	chr17	63432303	14003	-
CYB561A3	chr11	61348804	13078	-
CYB561D1	chr1	109494093	6342	+
CYB561D2	chr3	50350861	3208	+
CYB5A	chr18	74250845	41118	-
CYB5B	chr16	69424618	41646	+
CYB5D1	chr17	7858002	4280	+
CYB5D2	chr17	4143196	14501	+
CYB5R1	chr1	202961872	5385	-
CYB5R2	chr11	7665103	8397	-
CYB5R3	chr22	42617839	31553	-
CYB5R4	chr6	83859688	107735	+
CYB5RL	chr1	54169650	30380	-
CYBA	chr16	88643288	7765	-
CYBB	chrX	37780058	33403	+
CYBC1	chr17	82442585	8167	-
CYBRD1	chr2	171522473	35656	+
CYC1	chr8	144095075	2450	+
CYCS	chr7	25118655	6605	-
CYFIP1	chr15	22867051	113317	-
CYFIP2	chr5	157266122	129472	+
CYGB	chr17	76527355	10354	-
CYLC1	chrX	83861145	25553	+
CYLC2	chr9	102995332	23156	+
CYLD	chr16	50742085	59850	+
CYP11A1	chr15	74337761	29885	-
CYP11B1	chr8	142872356	7469	-
CYP11B2	chr8	142910558	7285	-
CYP17A1	chr10	102830530	6883	-
CYP19A1	chr15	51208056	130540	-
CYP1A1	chr15	74719541	5987	-
CYP1A2	chr15	74748844	7763	+
CYP1B1	chr2	38067508	8643	-
CYP20A1	chr2	203239017	67009	+
CYP21A2	chr6	32038414	3230	+
CYP24A1	chr20	54153445	20541	-
CYP26A1	chr10	93073892	3993	+
CYP26B1	chr2	72129237	18625	-
CYP26C1	chr10	93060797	8743	+
CYP27A1	chr2	218782146	33147	+
CYP27B1	chr12	57762333	4745	-
CYP27C1	chr2	127183831	36468	-
CYP2A13	chr19	41088450	7745	+
CYP2A6	chr19	40843540	6907	-
CYP2A7	chr19	40875438	6793	-
CYP2B6	chr19	40991281	27117	+
CYP2C18	chr10	94683728	52462	+
CYP2C19	chr10	94762680	92867	+
CYP2C8	chr10	95036771	32726	-
CYP2C9	chr10	94938657	51434	+
CYP2D6	chr22	42126498	4312	-
CYP2E1	chr10	133527362	11761	+
CYP2F1	chr19	41114431	13950	+
CYP2J2	chr1	59893307	33466	-
CYP2R1	chr11	14877439	14792	-
CYP2S1	chr19	41193218	14321	+
CYP2U1	chr4	107931548	21913	+
CYP2W1	chr7	983180	6460	+
CYP39A1	chr6	46549579	103239	-
CYP3A4	chr7	99756966	27218	-
CYP3A43	chr7	99828012	38081	+
CYP3A5	chr7	99648193	31803	-
CYP3A7	chr7	99705035	30161	-
CYP46A1	chr14	99684297	43004	+
CYP4A11	chr1	46929187	12289	-
CYP4A22	chr1	47137440	12287	+
CYP4B1	chr1	46799045	20368	+
CYP4F11	chr19	15912376	22153	-
CYP4F12	chr19	15673086	24088	+
CYP4F2	chr19	15878022	20052	-
CYP4F22	chr19	15508524	43793	+
CYP4F3	chr19	15640896	21929	+
CYP4F8	chr19	15615217	15422	+
CYP4V2	chr4	186191566	21897	+
CYP4X1	chr1	47023668	27083	+
CYP4Z1	chr1	47067230	51088	+
CYP51A1	chr7	92112152	22325	-
CYP7A1	chr8	58490177	9986	-
CYP7B1	chr8	64590850	207887	-
CYP8B1	chr3	42872191	3688	-
CYREN	chr7	135165784	4923	-
CYRIA	chr2	16549458	116376	-
CYRIB	chr8	129839592	176968	-
CYS1	chr2	10056472	23939	-
CYSLTR1	chrX	78271467	56144	-
CYSLTR2	chr13	48653928	57298	+
CYSRT1	chr9	137225173	1142	+
CYSTM1	chr5	140175187	68602	+
CYTH1	chr17	78674047	108226	-
CYTH2	chr19	48469368	12946	+
CYTH3	chr7	6161778	110846	-
CYTH4	chr22	37282507	32834	+
CYTIP	chr2	157414618	29471	-
CYTL1	chr4	5014585	4873	-
CYYR1	chr21	26466215	107071	-
CZIB	chr1	53214098	6536	-
D2HGDH	chr2	241734629	34182	+
DAAM1	chr14	59188666	182737	+
DAAM2	chr6	39792375	112494	+
DAB1	chr1	56994777	429283	-
DAB2	chr5	39371676	53304	-
DAB2IP	chr9	121651633	133897	+
DACH1	chr13	71437965	429239	-
DACH2	chrX	86148450	684152	+
DACT1	chr14	58637961	10360	+
DACT2	chr6	168306903	12874	-
DACT3	chr19	46647550	13632	-
DAD1	chr14	22564906	24318	-
DAG1	chr3	49470266	65349	+
DAGLA	chr11	61680390	66611	+
DAGLB	chr7	6409128	38826	-
DALRD3	chr3	49015487	3093	-
DAND5	chr19	12969575	5185	+
DAO	chr12	108880091	20952	+
DAOA	chr13	105466044	24990	+
DAP	chr5	10679229	82005	-
DAP3	chr1	155689090	49920	+
DAPK1	chr9	87497866	210768	+
DAPK2	chr15	63907035	139450	-
DAPK3	chr19	3958452	12647	-
DAPL1	chr2	158795316	20674	+
DAPP1	chr4	99816826	53364	+
DARS1	chr2	135905880	79746	-
DARS2	chr1	173824672	33874	+
DAW1	chr2	227871630	52714	+
DAXX	chr6	33318557	4402	-
DAZ1	chrY	23129354	69654	-
DAZ2	chrY	23219532	71824	+
DAZ3	chrY	24763068	50325	-
DAZ4	chrY	24833918	73122	+
DAZAP1	chr19	1407585	28099	+
DAZAP2	chr12	51238825	5108	+
DAZL	chr3	16586791	18632	-
DBET	chr4	190064501	3363	+
DBF4	chr7	87876492	33061	+
DBF4B	chr17	44708664	43600	+
DBH	chr9	133636362	22967	+
DBI	chr2	119366976	5567	+
DBN1	chr5	177456609	17025	-
DBNDD1	chr16	90004870	14586	-
DBNDD2	chr20	45408288	2319	+
DBNL	chr7	44044701	24755	+
DBP	chr19	48630029	7350	-
DBR1	chr3	138160987	13934	-
DBT	chr1	100186918	62916	-
DBX1	chr11	20156154	4321	-
DBX2	chr12	45014671	36428	-
DCAF1	chr3	51397841	102174	-
DCAF10	chr9	37800796	66868	+
DCAF11	chr14	24114776	10466	+
DCAF12	chr9	34086386	40312	-
DCAF12L1	chrX	126549382	3432	-
DCAF12L2	chrX	126163498	2791	-
DCAF13	chr8	103415385	28068	+
DCAF15	chr19	13952508	8941	+
DCAF16	chr4	17800654	10103	-
DCAF17	chr2	171434225	50827	+
DCAF4	chr14	72926463	33240	+
DCAF4L1	chr4	41981755	4710	+
DCAF4L2	chr8	87870746	3269	-
DCAF5	chr14	69050880	102239	-
DCAF6	chr1	167936682	139154	+
DCAF7	chr17	63550476	43790	+
DCAF8	chr1	160215719	46830	-
DCAF8L1	chrX	27977991	3458	-
DCAF8L2	chrX	27590343	159599	+
DCAKD	chr17	45023343	28289	-
DCANP1	chr5	135444213	3135	-
DCBLD1	chr6	117482673	67124	+
DCBLD2	chr3	98795940	105755	-
DCC	chr18	52340196	1195703	+
DCD	chr12	54644588	3777	-
DCDC1	chr11	30863602	506137	-
DCDC2	chr6	24171754	186305	-
DCDC2B	chr1	32209088	7104	+
DCDC2C	chr2	3703574	144434	+
DCHS1	chr11	6621329	34480	-
DCHS2	chr4	154231741	260058	-
DCK	chr4	70993648	37266	+
DCLK1	chr13	35768651	362731	-
DCLK2	chr4	150078444	178994	+
DCLK3	chr3	36712420	52133	-
DCLRE1A	chr10	113834724	19358	-
DCLRE1B	chr1	113905325	8761	+
DCLRE1C	chr10	14904612	49484	-
DCN	chr12	91140483	42334	-
DCP1A	chr3	53283428	64115	-
DCP1B	chr12	1946052	58405	-
DCP2	chr5	112976797	45398	+
DCPH1	chr6	151452465	17636	+
DCPS	chr11	126304059	45946	+
DCST1	chr1	155033823	17107	+
DCST2	chr1	155018526	15255	-
DCSTAMP	chr8	104339825	16864	+
DCT	chr13	94436810	42872	-
DCTD	chr4	182890090	27296	-
DCTN1	chr2	74361154	19157	-
DCTN2	chr12	57530050	17142	-
DCTN3	chr9	34613545	6950	-
DCTN4	chr5	150708439	50578	-
DCTN5	chr16	23641465	36007	+
DCTN6	chr8	30156368	27271	+
DCTPP1	chr16	30423614	6416	-
DCUN1D1	chr3	182938073	42465	-
DCUN1D2	chr13	113455818	34893	-
DCUN1D3	chr16	20854924	45434	-
DCUN1D4	chr4	51843152	73685	+
DCUN1D5	chr11	103050685	41475	-
DCX	chrX	111293778	118414	-
DCXR	chr17	82035857	1840	-
DDA1	chr19	17309562	13736	+
DDAH1	chr1	85318484	146675	-
DDAH2	chr6	31727039	2260	-
DDB1	chr11	61299450	33655	-
DDB2	chr11	47214973	24244	+
DDC	chr7	50458441	106964	-
DDHD1	chr14	53036754	116569	-
DDHD2	chr8	38231584	31252	+
DDI1	chr11	104036639	2557	+
DDI2	chr1	15617457	51587	+
DDIAS	chr11	82901735	32924	+
DDIT3	chr12	57516592	3922	-
DDIT4	chr10	72273923	2113	+
DDIT4L	chr4	100185869	4599	-
DDN	chr12	48995148	4227	-
DDO	chr6	110391783	23792	-
DDOST	chr1	20651776	9593	-
DDR1	chr6	30884518	15638	+
DDR2	chr1	162632463	154942	+
DDRGK1	chr20	3190349	14333	-
DDT	chr22	23971369	3072	-
DDTL	chr22	23966887	5669	+
DDX1	chr2	15591867	39234	+
DDX10	chr11	108665068	275859	+
DDX11	chr12	31073859	30940	+
DDX17	chr22	38483437	22874	-
DDX18	chr2	117814690	17687	+
DDX19A	chr16	70346902	26481	+
DDX19B	chr16	70299185	36120	+
DDX20	chr1	111755900	12100	+
DDX21	chr10	68956169	28899	+
DDX23	chr12	48829755	22408	-
DDX24	chr14	94048286	32916	-
DDX25	chr11	125904507	24336	+
DDX27	chr20	49219415	24658	+
DDX28	chr16	68020915	2317	-
DDX31	chr9	132592996	76987	-
DDX39A	chr19	14408797	10544	-
DDX39B	chr6	31530225	11778	-
DDX3X	chrX	41334161	16113	+
DDX3Y	chrY	12904867	15611	+
DDX4	chr5	55738060	79097	+
